area_m2,quartos,banheiros,vagas,idade_anos,preco
151,4,4,1,12,914230.98
151,2,2,2,0,1018732.18
79,1,2,2,19,521934.19
164,4,4,0,2,1013260.19
88,2,3,2,26,560446.24
132,3,3,3,8,957470.6
161,3,3,0,14,893461.95
118,2,2,1,15,602302.42
142,3,3,1,17,859449.24
94,2,2,1,15,637954.21
110,2,2,1,10,755294.15
109,2,2,1,18,647394.96
82,4,4,0,19,573492.83
111,2,3,4,7,811897.92
42,3,3,2,19,358749.28
95,4,5,1,26,683100.98
105,3,3,1,22,657477.12
107,3,3,1,24,723128.43
107,3,3,1,16,720387.98
116,2,2,1,5,753358.9
143,3,3,1,6,861611.34
163,3,3,1,18,1105603.07
87,5,4,0,24,632576.19
59,4,5,1,42,460942.15
67,4,3,2,24,473318.78
95,4,4,0,3,655370.73
102,3,3,0,7,660488.92
81,3,3,1,37,486764.13
55,4,4,4,12,534208.2
97,2,2,2,15,604375.8
129,5,5,1,5,881425.63
149,3,3,3,30,807444.43
92,3,3,1,20,593507.01
99,3,3,4,7,717176.2
73,5,5,1,5,596501.74
118,2,1,1,18,739567.51
77,3,3,2,15,637394.92
148,3,3,1,23,923013.54
40,2,2,2,20,288398.79
102,3,3,1,12,643707.25
135,3,3,2,9,886858.64
129,3,3,1,13,826256.61
254,2,1,0,9,1702100.51
137,3,3,3,13,898447.89
69,3,3,3,15,546142.49
115,3,3,4,6,936099.21
40,2,2,2,21,319994.93
115,5,5,2,11,747334.83
78,3,3,1,6,616023.89
165,3,3,0,11,848180.96
92,3,3,0,17,424673.67
114,2,2,1,15,724508.52
88,3,3,3,19,698965.73
206,3,3,0,23,1213400.66
103,3,3,3,28,638707.9
211,3,3,1,17,1237643.63
160,3,4,2,4,971880.04
144,2,2,0,12,786667.87
138,3,3,1,4,950472.58
139,2,2,4,31,795777.64
40,2,3,1,34,306561.22
106,4,5,1,21,787133.82
162,3,3,0,23,958894.51
117,3,4,0,17,801931.67
49,3,2,1,18,389821.25
117,4,4,2,0,832650.12
205,3,2,1,14,1213599.86
182,3,3,1,6,1123559.82
116,2,1,0,17,639158.96
167,5,5,2,14,957663.75
101,4,4,2,34,725442.02
40,4,4,0,24,386900.54
73,2,3,1,17,499367.49
198,2,2,0,12,1044093.91
106,2,2,2,31,554554.9
107,2,2,2,14,668558.07
105,4,3,3,18,676199.65
215,1,1,1,15,1068068.21
201,1,2,1,10,1107160.7
230,2,3,0,15,1298027.09
112,2,3,1,0,729613.58
134,2,2,1,0,794741.36
44,3,3,0,18,331111.29
193,3,2,2,30,941331.4
61,1,1,1,18,352208.66
130,3,2,2,7,756647.0
65,3,3,1,0,446477.82
90,2,3,3,22,620231.9
78,3,3,4,9,573540.83
89,3,3,3,21,644939.53
93,3,3,2,18,634982.09
92,3,3,2,19,575753.3
161,1,2,1,15,928044.34
64,5,5,0,18,461585.33
131,4,4,2,13,779382.58
180,4,4,2,8,1097964.42
94,1,1,4,5,683088.73
84,4,4,1,0,668369.98
108,4,5,1,13,836018.02
178,4,3,2,30,1018366.53
129,1,1,4,22,788870.52
93,3,3,0,17,545385.95
144,5,5,1,7,854263.91
64,3,3,1,24,462301.74
154,3,3,0,13,849295.87
140,4,4,0,30,928308.83
104,3,4,1,5,615898.88
78,3,3,3,7,643603.66
75,3,4,0,6,492873.9
146,4,5,1,0,887645.92
181,1,1,2,5,1056168.08
88,3,3,4,16,634718.74
142,3,4,4,7,929495.79
40,3,4,1,0,359985.52
90,3,2,4,25,745678.56
118,4,3,0,0,727209.84
74,4,5,2,20,577371.4
73,1,1,2,15,450109.96
86,3,4,1,36,570937.2
134,1,1,1,24,697902.65
110,2,2,0,9,645953.08
40,3,2,3,7,427563.45
40,4,4,1,30,335145.39
89,4,4,2,0,722951.9
142,2,2,0,16,882439.78
40,1,1,1,13,294109.69
95,3,4,4,11,732572.4
93,3,3,2,18,473948.42
189,2,2,4,16,1179729.29
100,4,4,1,19,655321.2
139,4,4,0,16,844036.62
127,3,3,1,19,658634.92
40,4,3,1,15,382011.5
158,2,1,0,8,780672.23
130,3,2,2,15,805055.49
145,3,3,1,7,948513.56
316,2,2,0,7,2072644.14
40,4,4,1,11,426294.89
206,3,4,1,13,1146623.62
105,3,4,2,15,736244.34
134,2,3,1,24,702163.84
117,1,2,1,10,741505.95
98,2,2,0,16,627066.43
91,3,3,3,16,696141.45
136,3,3,3,8,879431.84
44,2,3,2,15,321841.98
157,3,4,0,25,888827.0
99,3,4,1,16,714268.92
63,3,3,2,17,479433.35
97,3,3,4,7,638864.76
182,4,3,4,34,1031964.71
93,3,2,3,8,745970.93
137,3,3,0,0,872787.74
83,2,2,4,23,541218.63
157,2,3,2,13,799051.5
154,1,1,2,11,825072.07
212,3,4,1,9,1089994.92
111,2,2,1,33,632515.04
153,2,3,1,18,1062163.47
124,3,4,0,20,662905.07
184,2,3,1,16,1030433.37
84,2,2,3,17,662420.0
157,2,3,0,28,930615.93
110,3,3,0,12,678825.21
116,2,1,0,0,676980.09
124,3,3,1,23,685636.81
132,3,4,4,19,882196.67
114,3,3,0,16,714652.16
130,3,4,0,19,861475.79
198,4,4,3,11,1186556.86
169,1,1,3,15,977427.09
163,2,3,0,13,859840.55
97,2,1,2,9,617432.78
75,2,3,2,26,532413.88
167,2,2,2,0,1034616.26
163,2,2,1,38,809401.84
193,3,3,4,23,1199428.51
89,3,3,0,0,567489.0
108,2,2,1,12,710140.79
40,3,3,1,13,345976.79
100,2,2,1,18,534090.87
169,2,2,3,5,1024168.45
96,3,3,1,15,650515.32
152,1,1,0,13,841614.16
110,1,1,1,7,613316.52
136,3,4,1,6,815920.48
62,4,4,4,24,519443.8
124,3,3,1,0,765051.82
40,1,1,2,19,266887.84
110,4,4,2,22,794196.27
40,3,3,2,12,340542.61
180,3,2,2,15,1057747.44
158,4,5,1,26,975218.33
143,3,3,3,7,1015954.63
196,2,2,2,8,1215433.1
72,3,3,2,10,559509.13
207,3,2,4,26,1299688.11
166,3,3,2,27,892747.55
108,3,2,2,1,647916.44
176,4,4,4,25,1055880.41
64,4,4,0,23,504103.07
78,4,5,1,30,568314.51
89,4,3,1,18,650251.49
93,4,4,1,14,701065.52
67,1,1,2,26,387130.7
181,2,2,2,21,1026126.25
107,3,3,2,37,663809.26
137,4,3,4,24,899769.93
91,3,3,1,16,575284.76
40,3,3,2,3,416563.96
133,2,2,1,9,789770.06
40,2,2,1,0,335352.28
116,3,3,0,12,670952.67
51,2,2,3,24,446903.21
219,2,2,1,14,1181674.95
165,2,2,2,25,971617.91
125,2,2,1,18,761277.93
183,3,3,1,10,1034688.71
77,2,2,1,15,510142.55
147,3,3,1,19,889519.15
129,1,1,4,16,803462.03
133,4,4,0,16,831860.52
183,2,1,4,7,1114983.75
156,3,4,4,10,1045756.69
134,3,2,4,37,858618.15
40,2,2,1,27,268492.96
71,4,3,4,0,622328.57
113,3,3,1,0,750578.98
124,3,3,0,15,758356.78
63,2,3,1,23,463347.16
240,4,5,3,9,1717681.74
195,3,3,0,25,1016426.21
150,2,2,1,15,851002.73
123,2,2,0,13,697679.09
109,4,4,1,22,716750.57
72,3,3,0,9,501380.39
123,3,3,3,12,877947.49
132,3,3,1,21,809827.74
57,3,3,3,14,553615.57
136,2,2,2,34,794019.32
112,2,3,4,21,712767.53
40,3,3,1,21,325846.04
76,5,5,2,14,643658.12
99,2,2,1,23,518601.02
214,3,3,1,11,1141735.68
147,3,3,2,17,895265.49
53,3,3,2,5,476162.64
144,4,4,2,25,996867.96
42,3,4,2,17,377821.83
174,1,2,0,34,996992.13
96,5,4,2,38,666833.09
115,3,3,0,22,611608.3
186,4,4,1,15,1111781.19
55,3,3,2,5,430095.53
50,4,4,4,24,541023.07
90,2,2,0,17,543381.59
171,2,2,0,20,848389.77
44,4,4,0,32,318568.26
40,2,2,1,6,325452.84
97,1,1,2,5,477781.69
147,3,3,2,12,864609.19
180,4,5,2,23,1120839.91
96,2,2,3,20,599612.34
99,4,5,1,6,762140.39
177,3,4,0,22,1119376.7
40,3,4,0,2,337149.66
100,4,4,3,6,747735.85
129,3,3,2,13,874995.9
142,2,3,2,9,861409.88
94,2,1,1,23,493529.37
121,3,3,1,17,740906.47
40,3,4,4,32,393205.14
87,4,4,0,12,660814.09
142,3,4,2,13,933666.6
70,3,3,1,27,467464.28
122,3,4,0,14,767631.23
142,2,2,2,29,731053.5
102,1,1,1,20,545024.73
128,4,4,2,0,966865.61
71,1,2,2,26,447909.4
109,2,3,1,24,708034.12
150,3,4,2,24,930964.8
127,3,3,1,0,889639.75
90,4,4,1,8,540179.8
131,2,1,2,9,764807.92
155,1,2,1,6,996924.21
40,2,2,0,32,292806.33
177,3,3,3,14,1221056.88
103,2,2,1,14,628659.61
141,3,4,3,20,890039.28
179,4,5,3,20,1060090.0
51,4,5,1,0,433316.73
84,2,2,1,8,578058.71
105,3,3,1,0,723534.53
80,3,3,1,19,538616.04
206,4,3,3,12,1348689.21
77,5,5,2,15,624537.12
92,2,1,0,0,608492.24
130,3,3,2,11,880881.93
59,2,2,4,26,435411.51
100,1,1,1,29,568682.72
135,1,2,2,22,668930.79
103,3,2,2,1,690773.57
115,3,3,1,27,738558.59
93,1,1,1,22,476088.1
44,3,2,2,13,358156.04
136,2,2,1,0,815621.12
207,3,2,1,24,1204118.99
120,2,2,2,9,720084.67
131,2,2,2,18,705036.79
154,3,2,1,15,898600.68
56,2,1,0,30,295058.97
205,3,3,1,13,1173250.17
130,2,3,1,14,751493.6
201,3,3,1,30,1121819.42
83,2,2,1,8,513926.78
210,3,3,0,23,1064496.19
158,3,3,1,13,912936.33
147,2,2,1,4,928338.29
131,3,3,1,15,883485.78
107,1,1,1,21,721271.06
180,3,3,1,28,1167121.33
127,2,2,3,29,720231.12
40,3,4,0,12,340498.4
64,3,3,2,5,496593.13
110,4,5,3,11,817863.32
135,3,3,1,3,845175.42
117,3,3,3,12,962434.1
180,3,2,0,11,934901.62
40,4,4,1,22,350765.31
127,3,3,1,0,910862.39
40,2,2,0,7,294248.3
157,4,3,1,7,994868.68
115,3,3,1,26,764437.45
140,4,3,2,3,935547.39
76,4,5,3,17,654387.44
183,2,3,0,13,1107879.07
172,3,2,1,25,907662.04
149,2,3,1,20,830651.67
113,2,3,1,16,720610.05
148,2,2,2,9,731390.92
84,3,3,1,0,656862.76
162,2,2,0,17,926453.47
202,1,1,2,20,1116503.52
173,3,3,3,0,960862.66
83,2,2,1,2,490697.98
138,2,2,1,17,774006.59
55,2,2,0,18,391770.73
148,2,3,1,5,735890.91
142,3,3,1,9,921149.45
40,1,1,1,0,291359.25
61,5,5,3,28,562758.27
105,3,3,1,2,706038.91
104,2,2,0,20,623142.68
59,2,3,1,14,399834.42
139,3,4,1,27,881468.96
132,3,3,2,7,679656.98
110,2,2,1,15,638627.8
82,2,3,1,0,566884.94
172,4,4,1,0,1035610.32
202,2,2,1,20,958870.38
95,2,2,0,0,631082.1
89,4,4,0,12,555379.58
144,3,3,1,25,847895.54
102,2,2,0,22,604308.93
113,3,4,1,8,739170.6
156,1,1,2,0,978701.18
40,3,3,2,20,353487.34
185,3,2,2,28,1089008.84
123,4,5,3,8,889006.22
99,5,5,1,6,761600.49
115,4,4,3,9,929752.71
118,4,5,1,20,788582.61
40,3,3,1,27,350109.58
194,2,2,1,2,1230301.8
122,3,4,0,0,864688.3
142,3,4,4,38,894550.23
167,4,3,0,13,1072626.9
68,2,3,1,17,473744.34
143,4,4,1,8,989155.59
106,4,4,0,19,722956.87
162,5,5,0,24,1021031.39
40,4,5,0,17,392675.39
115,2,2,1,32,675517.4
89,2,2,3,11,648416.8
141,2,1,1,12,796745.78
143,2,2,0,17,793198.33
84,3,2,2,19,640701.82
84,4,4,4,17,710649.43
114,4,3,1,2,722280.65
75,3,3,1,18,506503.82
162,1,1,4,11,1061183.91
101,2,3,0,9,589602.32
40,1,1,1,15,244598.99
101,2,2,1,5,561232.47
68,3,4,3,3,508823.19
40,1,1,4,0,344996.5
58,2,2,2,32,354968.04
125,2,1,1,20,794235.58
186,3,3,1,13,1076508.27
135,3,3,1,8,808792.12
89,3,3,3,0,605900.96
142,3,3,3,7,928742.62
97,5,5,1,22,595821.52
85,2,2,2,24,523070.73
62,3,3,0,21,505096.67
40,3,4,1,16,380170.65
100,3,2,2,28,617459.74
127,4,4,1,11,869492.38
115,2,1,1,25,630066.83
99,3,3,0,11,592921.65
72,1,2,2,6,546574.91
150,3,3,3,4,894080.14
54,2,3,4,4,484863.48
158,2,2,2,21,930742.5
69,3,4,1,7,480590.11
82,3,3,1,4,603875.78
46,1,1,4,22,372630.47
94,3,3,1,18,645558.16
168,3,3,2,24,1035363.07
145,2,2,2,20,828572.38
168,3,3,2,7,1153337.06
146,3,3,0,15,816591.83
64,3,4,1,16,532904.54
103,2,2,2,5,719301.49
80,2,2,3,3,685573.18
186,3,4,2,8,1133567.57
60,4,5,1,35,438006.89
164,3,3,1,10,1136990.13
164,1,1,2,27,870548.76
211,3,3,2,10,1186409.16
99,4,4,2,23,670168.01
155,1,1,1,24,773108.92
234,5,5,3,24,1646505.21
89,4,4,1,18,592813.49
43,1,1,2,28,281376.36
40,4,5,1,18,423426.97
155,2,1,1,32,889261.45
40,4,4,3,0,475592.21
101,3,3,0,18,641653.04
141,3,3,1,17,850332.88
129,3,3,1,5,779647.38
141,3,3,2,20,859826.17
131,1,2,1,0,800235.84
183,3,3,1,8,1062170.24
72,2,2,3,0,583973.5
86,2,2,1,30,485194.58
81,2,2,0,12,482506.07
161,3,3,0,36,852776.45
165,2,2,4,23,964814.78
142,2,2,0,19,884034.05
179,2,2,2,9,1091412.72
61,1,1,1,4,364624.61
203,3,3,3,20,1280294.83
196,5,5,2,14,1176066.65
156,2,2,1,1,863631.33
209,4,4,0,0,1119930.01
40,3,3,3,5,466128.39
93,3,4,1,33,534980.01
83,3,3,3,37,597007.85
156,4,4,1,17,886861.15
67,2,2,2,16,489613.12
157,3,3,0,11,898798.09
188,3,3,2,5,1105479.04
154,3,2,1,28,875884.13
134,4,4,1,33,845481.74
70,1,1,0,6,426443.2
77,3,3,0,14,517203.3
182,3,4,0,10,1020832.15
158,2,2,1,10,795359.7
118,2,2,3,26,688350.04
99,3,4,1,1,717499.08
40,4,5,2,19,396554.75
66,3,3,0,22,427989.41
215,4,4,1,13,1171998.88
55,3,3,1,23,354026.79
129,2,3,4,16,807844.39
170,1,1,2,27,990180.39
57,1,2,1,0,382173.75
129,2,2,2,11,803442.24
166,2,2,0,14,884180.59
120,3,4,1,0,825120.83
263,3,3,0,4,1667711.65
40,1,1,1,6,262321.73
172,2,2,1,24,938365.92
111,2,2,2,7,796397.06
158,3,2,1,6,1070026.54
142,2,2,2,23,857630.66
83,2,2,1,0,543969.41
131,4,4,0,0,865543.76
40,4,4,2,11,413727.99
150,2,3,2,0,912080.29
134,3,3,3,0,942100.72
151,2,2,1,20,874326.01
172,3,2,2,23,970335.96
138,3,3,2,22,761487.5
127,2,3,0,26,704095.74
75,3,4,0,27,536768.58
84,2,2,0,0,538640.83
179,2,2,1,19,1025558.99
191,2,3,1,9,1066787.08
108,3,4,4,7,731728.14
122,2,3,1,20,716064.02
74,2,2,2,0,477465.83
178,2,3,2,0,963317.19
153,1,1,1,21,913891.85
217,3,3,0,19,1236500.0
76,2,1,1,16,447764.26
101,1,1,2,6,690085.87
131,3,3,4,22,934179.35
152,3,4,1,21,886350.11
109,4,4,3,15,824783.2
76,3,3,1,3,535210.2
164,2,2,2,10,902079.27
156,3,3,1,23,950266.39
74,3,3,0,28,470468.98
187,2,3,0,11,1059862.97
178,4,4,0,12,1148775.02
126,2,2,1,13,799844.75
123,5,5,2,17,807335.7
147,4,5,0,9,962524.66
76,3,3,2,0,514020.9
121,4,4,1,26,798781.55
40,3,3,2,32,341003.43
163,2,2,2,8,981893.39
41,3,4,2,4,389505.56
195,1,1,1,13,1231478.98
103,2,2,1,13,585038.44
109,3,4,2,24,764106.41
88,2,2,0,15,493136.97
105,2,2,1,7,675705.72
190,3,3,0,1,1154330.74
40,4,4,2,23,387195.46
183,1,1,2,20,960374.05
136,2,2,2,25,801447.95
59,2,3,1,5,446845.36
66,3,3,0,33,497861.39
203,2,2,3,0,1146022.14
72,3,3,1,22,474896.88
62,2,2,1,0,455136.59
176,2,2,1,7,983923.52
136,4,4,0,30,818397.29
73,1,1,0,23,451078.5
130,3,3,1,9,624536.41
68,1,1,1,9,406097.97
175,3,3,1,16,878683.28
173,3,3,3,20,972159.79
146,2,2,1,27,983109.03
138,2,2,1,10,848761.3
208,2,2,2,0,1315024.99
119,3,3,4,16,820678.6
60,3,4,0,10,482617.18
142,3,3,2,1,767225.97
224,3,4,1,17,1489754.36
69,2,2,0,12,417682.37
101,2,2,1,18,586944.27
140,2,2,1,6,859380.38
117,2,2,2,19,724385.57
70,2,2,1,1,486773.1
176,3,3,1,6,927481.35
236,3,4,2,12,1518025.55
129,4,4,1,32,863629.62
74,2,2,3,22,518911.36
42,3,3,3,25,455892.92
132,4,5,1,29,778099.46
175,3,4,4,51,1069059.71
143,2,2,0,15,912296.3
119,2,2,0,29,634895.2
90,1,1,1,25,555713.4
65,2,2,2,24,508349.79
161,3,3,2,32,954889.88
165,1,1,1,10,871633.16
42,2,2,0,10,295526.98
199,3,3,0,18,1240205.51
148,3,3,3,13,1058601.18
189,3,3,3,18,1292264.0
52,3,4,2,30,413909.77
51,2,2,2,10,422379.58
112,2,2,1,11,675849.0
145,2,2,1,16,776941.27
209,3,2,1,12,1327539.79
155,4,4,2,0,1125056.07
107,1,1,1,9,570755.67
68,3,3,0,21,424957.9
181,2,3,4,29,1100007.22
71,3,3,2,3,576460.55
201,1,1,1,3,1004315.74
105,2,2,2,15,664350.22
199,4,4,3,0,1210012.62
153,3,3,0,10,955740.03
113,3,3,1,0,688084.25
94,2,2,1,28,597762.01
102,2,2,1,7,626469.02
141,2,3,2,31,761761.18
123,4,4,1,26,784979.35
90,5,5,0,8,560209.9
111,3,3,0,4,672511.79
123,2,3,0,13,750217.72
40,4,4,1,13,330859.08
142,3,3,2,18,689460.26
71,3,3,1,7,418211.64
62,2,2,2,22,472334.71
40,3,3,2,17,357292.41
40,3,3,1,11,338441.88
52,4,4,2,7,505000.01
84,3,4,2,13,581070.24
217,2,1,1,6,1291146.87
93,3,3,1,15,613762.01
128,4,4,2,15,805943.04
140,2,3,4,17,930902.05
126,2,2,1,32,761354.26
116,1,1,1,13,650729.53
60,3,3,1,25,416564.78
192,2,2,0,17,1025605.65
210,3,2,1,12,1001436.91
40,2,2,1,13,322644.42
68,4,3,0,14,446215.92
106,2,2,1,17,671716.41
71,2,2,0,5,464118.14
145,3,3,1,0,902526.67
83,3,3,0,21,568670.18
228,2,3,0,23,1252250.13
179,2,3,2,22,1057337.45
130,2,2,3,16,848791.45
171,3,3,1,22,977335.79
175,3,3,1,22,936854.05
91,3,2,1,22,604476.2
79,3,3,1,6,587289.66
123,3,3,1,4,786079.68
163,2,3,1,11,867285.45
126,5,5,2,14,827542.72
41,4,4,0,12,375180.37
79,2,2,0,0,543365.98
116,2,3,2,32,608704.63
116,2,3,2,12,694209.19
218,2,3,1,16,1246508.62
50,3,3,1,27,376973.39
145,3,3,1,0,801825.11
194,3,3,1,9,1106895.95
233,3,3,1,11,1414471.49
99,3,2,1,11,580914.84
144,3,2,1,13,847426.3
148,1,2,2,29,790717.9
129,2,3,2,21,809365.1
115,3,3,1,24,658784.22
141,1,2,1,15,803231.42
40,1,1,1,1,279195.67
154,4,5,1,0,942499.46
126,3,3,1,0,819026.66
108,2,2,3,18,731482.19
222,3,3,2,15,1315111.31
86,3,3,3,12,637947.54
99,2,2,2,11,555412.67
219,1,1,4,35,1561002.38
78,4,5,2,6,649877.85
92,2,2,4,24,677562.6
112,2,2,0,15,573601.31
162,3,3,0,14,899028.6
130,3,3,1,26,760097.56
55,2,2,4,29,381750.06
93,2,2,1,12,623436.08
89,2,2,1,22,610621.99
116,5,5,1,18,923809.15
141,2,2,2,15,762844.14
140,3,2,1,17,837285.59
40,4,4,2,8,451176.79
173,2,3,4,11,1061516.35
132,5,4,3,9,898794.47
189,4,4,1,24,947700.5
142,4,5,1,14,991364.31
175,2,2,1,2,1005448.35
143,3,3,1,7,823475.24
187,3,4,0,0,1130092.98
146,5,5,2,10,981873.22
115,2,1,1,15,681552.34
233,3,4,3,13,1505883.78
164,2,3,3,34,1117360.98
148,2,2,0,20,821124.99
56,3,3,4,20,570420.61
55,3,4,2,0,496436.44
134,3,3,1,11,846635.09
127,3,3,1,10,782841.04
89,5,4,1,7,710885.96
127,2,2,1,7,766365.38
199,3,4,2,0,1105888.26
154,2,3,0,2,832330.08
62,2,3,2,23,455388.36
114,3,4,1,13,682109.83
79,4,4,0,9,568654.8
100,3,3,1,14,703889.02
99,3,3,1,26,641222.83
96,1,1,1,15,525292.78
57,2,2,0,20,417299.63
113,3,2,3,6,815231.24
91,1,2,2,8,619655.63
40,2,2,0,18,239848.43
222,3,3,1,33,1456045.18
174,1,1,1,29,988920.74
101,2,2,0,20,675933.74
120,3,3,2,16,671882.72
61,3,4,2,29,506029.75
204,4,4,2,22,1383886.17
214,3,3,1,0,1086847.48
127,3,3,3,4,902271.65
171,4,4,1,18,1084040.18
128,3,4,3,0,871586.25
53,2,3,0,6,375669.85
99,2,3,1,8,666820.12
126,3,3,1,12,743526.74
97,3,2,1,12,611189.67
109,3,3,2,12,758276.29
115,3,3,2,23,827304.66
115,3,4,0,12,758289.17
122,5,5,2,11,857560.93
66,3,4,1,1,492286.39
84,2,2,0,25,461873.88
55,4,4,4,8,602087.74
168,2,2,3,4,1026245.25
40,3,3,1,17,376213.38
177,5,5,1,7,1085117.15
189,3,3,1,9,1044284.68
104,3,3,2,17,702374.63
40,3,3,3,11,420906.96
101,2,1,1,38,513220.78
116,2,2,2,14,812081.13
69,3,3,1,21,459248.27
94,3,2,1,0,671379.58
196,3,3,3,6,1292559.07
153,2,2,1,4,803923.22
73,3,3,1,5,485199.24
40,3,3,2,19,347900.95
103,3,3,1,25,602659.51
109,3,3,1,18,783024.16
144,3,3,3,12,926914.76
93,3,4,2,8,699480.49
145,3,3,2,26,906790.25
216,4,4,1,35,1425996.59
160,2,3,1,16,928987.0
117,5,5,4,24,960500.18
110,2,2,1,18,614567.11
102,1,1,0,22,639616.04
179,4,4,1,3,982687.76
88,2,2,1,10,595011.73
122,3,3,0,18,655039.13
122,4,4,3,27,823170.93
94,4,4,4,6,756606.06
51,5,5,1,0,475726.86
136,2,2,2,10,803155.14
116,3,3,3,25,695675.65
145,2,2,2,0,805878.47
93,3,3,0,3,640034.55
181,4,4,0,16,1073542.28
76,2,3,0,13,468127.47
205,3,3,0,20,1293952.4
40,3,3,1,2,331182.83
141,3,4,1,11,848232.06
143,5,5,1,26,878945.51
80,1,1,0,3,504142.05
141,3,3,1,29,834703.85
183,4,4,1,4,1104360.31
40,3,4,2,23,311575.1
145,1,1,0,11,848412.39
40,3,3,2,3,373869.38
71,2,2,4,10,565181.61
201,2,3,2,20,1075491.49
90,4,4,2,14,601969.37
61,3,3,3,26,566691.17
110,4,4,1,29,610567.26
223,4,4,4,3,1366628.64
40,3,3,2,2,427243.84
67,1,1,2,1,471489.98
194,3,3,1,6,1101552.15
212,2,2,1,26,1324072.16
114,4,4,2,20,787169.1
58,2,2,2,9,434438.36
224,2,2,2,14,1369270.47
199,3,3,0,29,1147682.89
153,2,2,1,34,883346.63
79,2,2,1,17,593129.47
117,3,3,1,0,743228.47
111,1,1,0,17,606435.44
136,1,1,0,24,656864.39
192,2,3,1,17,1079997.38
163,3,3,1,22,1093877.47
66,3,2,0,18,477890.15
188,3,4,3,2,1140155.84
135,3,3,2,6,853045.22
154,2,2,2,11,809793.43
193,4,4,0,25,1030860.73
64,1,1,2,7,429575.02
118,3,4,1,19,716971.17
93,4,4,4,18,667162.51
41,4,3,2,30,379303.35
137,2,3,1,14,808643.87
245,2,3,3,0,1421218.45
40,3,3,0,21,269795.2
118,1,1,0,36,592681.83
152,4,3,2,22,813578.95
126,3,3,0,7,658702.25
114,3,2,0,4,767583.55
55,2,1,2,5,399353.71
131,3,3,1,35,756095.41
82,3,3,2,11,569780.58
40,4,3,3,8,407220.1
179,1,1,1,13,1007572.58
167,1,1,1,11,908896.14
122,2,2,0,30,643494.01
131,2,1,0,4,717347.84
173,3,3,0,26,884669.04
131,4,4,0,16,794317.97
165,2,3,1,27,916585.42
105,4,4,1,30,661310.87
185,1,1,2,15,1021989.58
136,2,1,3,11,848139.22
129,1,1,2,15,751115.34
56,2,2,1,14,423726.42
134,4,4,0,0,900800.02
78,1,1,2,30,495128.91
88,3,3,1,17,544859.95
79,3,3,0,3,523304.05
66,4,4,2,0,578758.25
226,2,2,1,0,1442540.23
186,2,2,1,22,975973.08
216,1,1,3,8,1365702.58
58,3,3,3,10,476126.48
123,2,2,1,19,749266.54
55,4,5,1,9,480487.07
85,3,4,1,20,515762.19
74,3,3,2,15,514008.46
181,3,3,0,14,1220390.1
100,1,1,1,0,609733.46
173,3,4,4,6,1333224.53
150,5,5,1,21,847779.71
235,4,4,3,8,1672773.64
46,4,4,4,27,382282.86
182,4,4,1,38,1057980.07
177,2,2,2,21,1054174.13
71,2,2,1,29,476429.43
170,1,1,2,22,872406.45
136,2,1,2,9,868126.48
108,2,3,1,17,636127.72
78,3,3,2,35,515640.73
84,3,4,2,9,585475.21
222,4,4,1,4,1269997.13
120,3,3,0,3,844745.96
159,4,4,0,12,970714.66
80,1,1,1,4,536970.82
81,1,1,4,31,588924.04
174,3,3,2,17,949780.44
52,2,2,1,24,393927.17
99,2,3,1,12,652251.26
121,2,1,1,3,660502.42
125,2,2,0,1,770197.65
111,3,3,1,5,658781.64
139,3,3,1,18,945696.97
154,3,3,1,20,969243.68
156,3,3,4,21,997788.19
70,2,2,2,0,550592.14
105,2,2,2,14,571230.41
179,2,2,0,4,948513.17
164,2,2,4,19,991074.2
51,3,4,2,19,502781.56
137,3,4,3,3,855385.06
40,3,3,1,24,288380.79
122,2,2,1,38,608501.02
214,3,3,1,23,1352955.31
72,3,3,0,13,471946.22
78,3,4,2,11,566201.1
158,3,3,3,12,1073758.93
42,3,3,0,7,350016.72
88,3,3,0,17,578800.92
149,3,3,2,3,965127.33
88,2,2,1,0,555188.89
108,3,3,2,17,690192.9
157,2,2,2,15,930162.74
141,1,2,1,9,862514.93
133,5,5,2,2,858871.79
103,5,5,1,17,553219.19
138,1,1,3,5,898847.57
113,3,2,2,13,768602.46
142,2,2,3,32,880874.37
95,3,3,0,21,611345.88
110,4,4,1,1,719483.4
70,5,5,0,2,594888.39
118,3,3,1,16,786234.46
79,2,2,3,1,601205.04
64,3,3,1,0,587656.93
132,2,3,2,20,695546.07
130,4,4,1,18,838794.58
159,4,4,1,19,880229.29
98,3,3,3,17,754088.12
140,2,2,1,14,711014.32
147,2,2,2,8,779838.92
142,1,1,1,20,740489.13
78,4,5,3,30,648504.27
127,3,4,1,9,768080.19
138,2,2,2,4,794939.36
120,3,3,0,3,739639.34
40,4,4,1,6,388325.83
128,2,2,3,17,917017.18
230,4,4,3,0,1629778.61
101,4,4,0,19,649193.57
83,4,3,1,21,669710.91
138,2,2,1,0,857449.64
135,2,2,0,5,726455.39
179,2,2,2,15,1043482.82
57,2,2,0,13,402015.21
156,2,2,1,20,836316.17
149,3,2,2,13,820098.26
112,3,3,1,27,694269.08
136,4,4,2,11,858039.53
171,1,1,4,5,1154675.96
163,3,3,0,4,1021157.94
62,3,3,2,22,438316.95
161,3,3,1,15,984956.48
116,4,3,1,21,813361.93
123,3,3,0,21,656154.03
123,4,5,0,0,752905.75
112,2,2,1,3,689883.05
179,3,4,1,4,1077058.92
115,1,2,3,6,747863.97
